source_type,version,label_column,observed_positive_genes,best_name,best_go_id,best_collection,best_subcollection,best_source_member,best_candidate_positive_genes,mismatch_genes,agreement,true_positives,false_positives,false_negatives,f1,jaccard,tie_count,tied_names,best_go_in_greene_table6,best_go_in_greene_table9
MSigDB 5.1 C5 BP,5.1,114,777,NEGATIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS,GO:0031324,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,171,670,0.8430178069353327,139,32,638,0.29324894514767935,0.17181705809641531,1,NEGATIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,115,1663,REGULATION_OF_METABOLIC_PROCESS,GO:0019222,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,509,1336,0.6869728209934396,418,91,1245,0.3848987108655617,0.23831242873432154,1,REGULATION_OF_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,116,3612,BIOPOLYMER_METABOLIC_PROCESS,GO:0043283,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,914,2882,0.32474226804123707,822,92,2790,0.36323464427750773,0.22192224622030238,1,BIOPOLYMER_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,117,2929,BIOPOLYMER_METABOLIC_PROCESS,GO:0043283,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,914,2323,0.4557169634489222,760,154,2169,0.3955243299505595,0.24651313655530327,1,BIOPOLYMER_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,118,3252,BIOPOLYMER_METABOLIC_PROCESS,GO:0043283,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,914,2594,0.3922211808809747,786,128,2466,0.3773403744599136,0.23254437869822486,1,BIOPOLYMER_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,119,2101,NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,GO:0006139,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,655,1884,0.5585754451733833,436,219,1665,0.3164005805515239,0.1879310344827586,1,NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,False,False
MSigDB 5.1 C5 BP,5.1,120,959,TRANSCRIPTION,GO:0006350,C5,BP,msigdb_v5.1_files_to_download_locally/msigdb_v5.1_GMTs/c5.bp.v5.1.entrez.gmt,417,722,0.830834114339269,327,90,632,0.4752906976744186,0.3117254528122021,1,TRANSCRIPTION,False,False
MSigDB 5.2 all collections,5.2,0,2647,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_STIMULUS,GO:0048584,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,1112,1781,0.5827085285848173,989,123,1658,0.5262037776004257,0.35703971119133576,1,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_STIMULUS,False,False
MSigDB 5.2 all collections,5.2,1,943,ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST,,C2,,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c2.all.v5.2.entrez.gmt,67,900,0.7891283973758201,55,12,888,0.10891089108910891,0.05759162303664921,1,ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST,False,False
MSigDB 5.2 all collections,5.2,2,820,GO_SMALL_MOLECULE_METABOLIC_PROCESS,GO:0044281,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,534,672,0.8425492033739457,341,193,479,0.5036927621861153,0.3366238894373149,1,GO_SMALL_MOLECULE_METABOLIC_PROCESS,False,False
MSigDB 5.2 all collections,5.2,3,935,GO_RNA_BINDING,,C5,,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.all.v5.2.entrez.gmt,465,574,0.8655107778819119,413,52,522,0.59,0.41843971631205673,1,GO_RNA_BINDING,False,False
MSigDB 5.2 all collections,5.2,4,542,GO_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS,GO:0090305,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,88,478,0.8880037488284911,76,12,466,0.24126984126984127,0.1371841155234657,1,GO_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS,False,False
MSigDB 5.2 all collections,5.2,5,749,GO_RNA_BINDING,,C5,,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.all.v5.2.entrez.gmt,465,394,0.9076850984067479,410,55,339,0.6754530477759473,0.5099502487562189,1,GO_RNA_BINDING,False,False
MSigDB 5.2 all collections,5.2,6,961,GO_RNA_BINDING,,C5,,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.all.v5.2.entrez.gmt,465,600,0.85941893158388,413,52,548,0.5792426367461431,0.4076999012833169,1,GO_RNA_BINDING,False,False
MSigDB 5.2 all collections,5.2,7,1307,GO_KINASE_BINDING,,C5,,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.all.v5.2.entrez.gmt,364,1267,0.7031396438612934,202,162,1105,0.24177139437462597,0.13750850918992513,1,GO_KINASE_BINDING,False,False
MSigDB 5.2 all collections,5.2,8,556,GO_COVALENT_CHROMATIN_MODIFICATION,GO:0016569,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,217,433,0.8985473289597001,170,47,386,0.4398447606727037,0.28192371475953565,1,GO_COVALENT_CHROMATIN_MODIFICATION,False,False
MSigDB 5.2 all collections,5.2,9,1284,GO_MACROMOLECULE_CATABOLIC_PROCESS,GO:0009057,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,389,1051,0.7537488284910965,311,78,973,0.3717872086072923,0.22834067547723935,1,GO_MACROMOLECULE_CATABOLIC_PROCESS,False,False
MSigDB 5.2 all collections,5.2,10,757,GO_PEPTIDYL_AMINO_ACID_MODIFICATION,GO:0018193,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,457,596,0.8603561387066542,309,148,448,0.5090609555189456,0.3414364640883978,1,GO_PEPTIDYL_AMINO_ACID_MODIFICATION,False,False
MSigDB 5.2 all collections,5.2,11,890,GO_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,GO:1902531,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,951,583,0.8634020618556701,629,322,261,0.6833242802824552,0.518976897689769,1,GO_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,False,False
MSigDB 5.2 all collections,5.2,12,2905,GO_ENZYME_BINDING,,C5,,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.all.v5.2.entrez.gmt,917,2312,0.45829428303655106,755,162,2150,0.39508110936682367,0.2461688946853603,1,GO_ENZYME_BINDING,False,False
MSigDB 5.2 all collections,5.2,13,845,GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,GO:0051240,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,843,562,0.8683223992502342,563,280,282,0.6670616113744076,0.5004444444444445,1,GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,False,False
MSigDB 5.2 all collections,5.2,14,748,GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,GO:0009891,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,1031,381,0.9107310215557638,699,332,49,0.7858347386172007,0.6472222222222223,1,GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,False,False
MSigDB 5.2 all collections,5.2,15,1450,GO_NEGATIVE_REGULATION_OF_NITROGEN_COMPOUND_METABOLIC_PROCESS,GO:0051172,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,795,959,0.7753045923149016,643,152,807,0.5728285077951002,0.4013732833957553,1,GO_NEGATIVE_REGULATION_OF_NITROGEN_COMPOUND_METABOLIC_PROCESS,False,False
MSigDB 5.2 all collections,5.2,16,395,GO_POLY_A_RNA_BINDING,,C5,,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.all.v5.2.entrez.gmt,349,60,0.985941893158388,342,7,53,0.9193548387096774,0.8507462686567164,1,GO_POLY_A_RNA_BINDING,False,False
MSigDB 5.2 all collections,5.2,17,610,GO_VACUOLAR_TRANSPORT,GO:0007034,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,107,533,0.8751171508903468,92,15,518,0.25662482566248257,0.1472,1,GO_VACUOLAR_TRANSPORT,False,False
MSigDB 5.2 all collections,5.2,18,1117,GO_EXTRACELLULAR_SPACE,,C5,,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.all.v5.2.entrez.gmt,484,867,0.7968603561387066,367,117,750,0.4584634603372892,0.29740680713128037,1,GO_EXTRACELLULAR_SPACE,False,False
MSigDB 5.2 all collections,5.2,19,1657,GO_CATABOLIC_PROCESS,GO:0009056,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,640,1293,0.6970477975632614,502,138,1155,0.4370918589464519,0.2796657381615599,1,GO_CATABOLIC_PROCESS,False,False
MSigDB 5.2 all collections,5.2,20,692,KEGG_SPLICEOSOME,,C2,,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c2.all.v5.2.entrez.gmt,48,676,0.8416119962511714,32,16,660,0.08648648648648649,0.04519774011299435,2,KEGG_SPLICEOSOME|GO_SPLICEOSOMAL_COMPLEX_ASSEMBLY,False,False
MSigDB 5.2 all collections,5.2,21,2534,GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,GO:0009891,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,1031,1713,0.5986410496719775,926,105,1608,0.5194950911640954,0.3508904888215233,1,GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,False,False
MSigDB 5.2 all collections,5.2,22,893,GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER,GO:0006357,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,876,479,0.8877694470477976,645,231,248,0.7292255511588468,0.5738434163701067,1,GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER,False,False
MSigDB 5.2 all collections,5.2,23,1227,GO_PROTEIN_COMPLEX_SUBUNIT_ORGANIZATION,GO:0071822,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,651,982,0.7699156513589503,448,203,779,0.47710330138445156,0.3132867132867133,1,GO_PROTEIN_COMPLEX_SUBUNIT_ORGANIZATION,False,False
MSigDB 5.2 all collections,5.2,24,597,GO_NUCLEOLUS,,C5,,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.all.v5.2.entrez.gmt,271,434,0.8983130271790065,217,54,380,0.5,0.3333333333333333,1,GO_NUCLEOLUS,False,False
MSigDB 5.2 all collections,5.2,25,2437,GO_PROTEIN_LOCALIZATION,GO:0008104,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,727,2098,0.5084348641049672,533,194,1904,0.33691529709228824,0.2025845686050931,1,GO_PROTEIN_LOCALIZATION,False,False
MSigDB 5.2 all collections,5.2,26,2603,GO_CYTOSKELETON,,C5,,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.all.v5.2.entrez.gmt,658,2173,0.4908622305529522,544,114,2059,0.333639987733824,0.20022083179977918,1,GO_CYTOSKELETON,False,False
MSigDB 5.2 all collections,5.2,27,1208,GO_CHROMOSOME,,C5,,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.all.v5.2.entrez.gmt,414,1062,0.7511715089034676,280,134,928,0.34525277435265106,0.20864381520119224,1,GO_CHROMOSOME,False,False
MSigDB 5.2 all collections,5.2,28,2816,GO_CELLULAR_RESPONSE_TO_STRESS,GO:0033554,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,809,2185,0.48805060918462984,720,89,2096,0.3972413793103448,0.24784853700516352,1,GO_CELLULAR_RESPONSE_TO_STRESS,False,False
MSigDB 5.2 all collections,5.2,29,721,GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,GO:0009891,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,1031,318,0.9254920337394564,717,314,4,0.8184931506849316,0.6927536231884058,1,GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,False,False
MSigDB 5.2 all collections,5.2,30,2793,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_STIMULUS,GO:0048584,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,1112,1913,0.5517806935332709,996,116,1797,0.5101152368758003,0.34238569955311104,1,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_STIMULUS,False,False
MSigDB 5.2 all collections,5.2,31,613,GO_VACUOLAR_TRANSPORT,GO:0007034,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,107,540,0.8734770384254921,90,17,523,0.25,0.14285714285714285,1,GO_VACUOLAR_TRANSPORT,False,False
MSigDB 5.2 all collections,5.2,32,3696,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_STIMULUS,GO:0048584,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,1112,2724,0.3617619493908154,1042,70,2654,0.4334442595673877,0.2766861391396707,1,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_STIMULUS,False,False
MSigDB 5.2 all collections,5.2,33,657,GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,GO:1901701,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,485,568,0.8669165885660731,287,198,370,0.5026269702276708,0.33567251461988307,1,GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,False,False
MSigDB 5.2 all collections,5.2,34,819,GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,GO:0031399,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,951,482,0.887066541705717,644,307,175,0.727683615819209,0.5719360568383659,1,GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,False,False
MSigDB 5.2 all collections,5.2,35,1253,GO_CATALYTIC_COMPLEX,,C5,,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.all.v5.2.entrez.gmt,479,988,0.7685098406747891,372,107,881,0.4295612009237875,0.2735294117647059,1,GO_CATALYTIC_COMPLEX,False,False
MSigDB 5.2 all collections,5.2,36,746,GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION,GO:0051130,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,636,438,0.8973758200562324,472,164,274,0.683068017366136,0.5186813186813187,1,GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION,False,False
MSigDB 5.2 all collections,5.2,37,819,GO_NEGATIVE_REGULATION_OF_NITROGEN_COMPOUND_METABOLIC_PROCESS,GO:0051172,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,795,464,0.8912839737582006,575,220,244,0.7125154894671624,0.5534167468719923,1,GO_NEGATIVE_REGULATION_OF_NITROGEN_COMPOUND_METABOLIC_PROCESS,False,False
MSigDB 5.2 all collections,5.2,38,1626,GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,GO:0009891,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,1031,949,0.7776476101218369,854,177,772,0.6428302596913813,0.473655019412091,1,GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,False,False
MSigDB 5.2 all collections,5.2,39,742,GO_PEPTIDYL_AMINO_ACID_MODIFICATION,GO:0018193,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,457,581,0.8638706654170571,309,148,433,0.5154295246038365,0.3471910112359551,1,GO_PEPTIDYL_AMINO_ACID_MODIFICATION,False,False
MSigDB 5.2 all collections,5.2,40,599,GO_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS,GO:0090305,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,88,533,0.8751171508903468,77,11,522,0.22416302765647744,0.12622950819672132,1,GO_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS,False,False
MSigDB 5.2 all collections,5.2,41,900,GO_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS,GO:0048646,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,525,759,0.8221649484536082,333,192,567,0.4673684210526316,0.30494505494505497,1,GO_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS,False,False
MSigDB 5.2 all collections,5.2,42,794,GO_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION,GO:0044093,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,950,610,0.8570759137769447,567,383,227,0.6502293577981652,0.4817332200509771,1,GO_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION,False,False
MSigDB 5.2 all collections,5.2,43,880,GO_REGULATION_OF_HOMEOSTATIC_PROCESS,GO:0032844,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,275,721,0.8310684161199625,217,58,663,0.37575757575757573,0.23134328358208955,1,GO_REGULATION_OF_HOMEOSTATIC_PROCESS,False,False
MSigDB 5.2 all collections,5.2,44,550,GO_PLASMA_MEMBRANE_RAFT,,C5,,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.all.v5.2.entrez.gmt,52,536,0.8744142455482662,33,19,517,0.10963455149501661,0.05799648506151142,1,GO_PLASMA_MEMBRANE_RAFT,False,False
MSigDB 5.2 all collections,5.2,45,1124,GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,GO:0009891,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,1031,521,0.8779287722586692,817,214,307,0.7582366589327146,0.6106128550074739,1,GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,False,False
MSigDB 5.2 all collections,5.2,46,1486,GO_CELLULAR_CATABOLIC_PROCESS,GO:0044248,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,503,1205,0.7176663542642925,392,111,1094,0.3941679235796883,0.24546023794614902,1,GO_CELLULAR_CATABOLIC_PROCESS,False,False
MSigDB 5.2 all collections,5.2,47,1522,GO_CELLULAR_CATABOLIC_PROCESS,GO:0044248,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,503,1217,0.71485473289597,404,99,1118,0.39901234567901234,0.24922887106724245,1,GO_CELLULAR_CATABOLIC_PROCESS,False,False
MSigDB 5.2 all collections,5.2,48,948,ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST,,C2,,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c2.all.v5.2.entrez.gmt,67,905,0.7879568884723525,55,12,893,0.10837438423645321,0.057291666666666664,1,ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST,False,False
MSigDB 5.2 all collections,5.2,49,882,GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,GO:0031399,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,951,515,0.8793345829428304,659,292,223,0.7190398254228041,0.561328790459966,1,GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,False,False
MSigDB 5.2 all collections,5.2,50,1378,GO_NEGATIVE_REGULATION_OF_NITROGEN_COMPOUND_METABOLIC_PROCESS,GO:0051172,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,795,899,0.7893626991565136,637,158,741,0.5862862402208928,0.4147135416666667,1,GO_NEGATIVE_REGULATION_OF_NITROGEN_COMPOUND_METABOLIC_PROCESS,False,False
MSigDB 5.2 all collections,5.2,51,1164,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_STIMULUS,GO:0048584,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,1112,714,0.8327085285848173,781,331,383,0.6862917398945518,0.5224080267558529,1,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_STIMULUS,False,False
MSigDB 5.2 all collections,5.2,52,1731,GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,GO:0009891,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,1031,1036,0.7572633552014996,863,168,868,0.6249094858797972,0.454449710373881,1,GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,False,False
MSigDB 5.2 all collections,5.2,53,1635,GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION,GO:0010628,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,984,983,0.7696813495782568,818,166,817,0.6246659030164184,0.45419211549139366,1,GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION,False,False
MSigDB 5.2 all collections,5.2,54,957,GO_POSITIVE_REGULATION_OF_CELL_COMMUNICATION,GO:0010647,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,910,625,0.8535613870665417,621,289,336,0.6652383502945902,0.4983948635634029,1,GO_POSITIVE_REGULATION_OF_CELL_COMMUNICATION,False,False
MSigDB 5.2 all collections,5.2,55,1017,GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,GO:0009891,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,1031,570,0.866447985004686,739,292,278,0.7216796875,0.5645530939648586,1,GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,False,False
MSigDB 5.2 all collections,5.2,56,698,GO_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT,GO:2000026,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,936,482,0.887066541705717,576,360,122,0.7050183598531212,0.5444234404536862,1,GO_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT,False,False
MSigDB 5.2 all collections,5.2,57,624,GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,GO:0031399,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,951,341,0.9201030927835052,617,334,7,0.7834920634920635,0.6440501043841336,1,GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,False,False
MSigDB 5.2 all collections,5.2,58,604,GO_CHROMATIN_MODIFICATION,GO:0016568,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,299,469,0.8901124648547329,217,82,387,0.4806201550387597,0.3163265306122449,1,GO_CHROMATIN_MODIFICATION,True,False
MSigDB 5.2 all collections,5.2,59,892,GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER,GO:0006357,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,876,478,0.8880037488284911,645,231,247,0.7296380090497737,0.5743544078361532,1,GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER,False,False
MSigDB 5.2 all collections,5.2,60,1829,GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,GO:0009891,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,1031,1108,0.7403936269915652,876,155,953,0.6125874125874126,0.4415322580645161,1,GO_POSITIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS,False,False
MSigDB 5.2 all collections,5.2,61,668,GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,GO:0045184,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,524,534,0.8748828491096532,329,195,339,0.552013422818792,0.38122827346465815,1,GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,False,False
MSigDB 5.2 all collections,5.2,62,796,GO_REGULATION_OF_CELLULAR_LOCALIZATION,GO:0060341,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,667,545,0.8723055295220243,459,208,337,0.6274777853725222,0.45717131474103584,1,GO_REGULATION_OF_CELLULAR_LOCALIZATION,False,False
MSigDB 5.2 all collections,5.2,63,742,GO_PEPTIDYL_AMINO_ACID_MODIFICATION,GO:0018193,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,457,581,0.8638706654170571,309,148,433,0.5154295246038365,0.3471910112359551,1,GO_PEPTIDYL_AMINO_ACID_MODIFICATION,False,False
MSigDB 5.2 all collections,5.2,64,762,GO_CELLULAR_RESPONSE_TO_STRESS,GO:0033554,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,809,605,0.8582474226804124,483,326,279,0.6148949713558243,0.44393382352941174,1,GO_CELLULAR_RESPONSE_TO_STRESS,False,False
MSigDB 5.2 all collections,5.2,65,536,GO_VACUOLAR_TRANSPORT,GO:0007034,C5,BP,msigdb_v5.2_files_to_download_locally/msigdb_v5.2_GMTs/c5.bp.v5.2.entrez.gmt,107,467,0.89058106841612,88,19,448,0.2737169517884914,0.15855855855855855,1,GO_VACUOLAR_TRANSPORT,False,False
